geonameid,name,alternatenames,latitude,longitude,country code,city size
2798973,Eernegem,"['Eernegem', 'Eerneghem', 'Erneghem']",51.1326,3.02562,BE,5000
2799024,Écaussinnes-d'Enghien,"[""Écaussinnes-d'Enghien"", ""Ecaussines-d'Enghien"", ""caussines-d'Enghien"", ""Ecaussinnes-d'Enghien"", ""caussinnes-d'Enghien""]",50.56822,4.1658,BE,5000
2799034,Dworp,"['Tourneppe', 'Beersel (Dworp)', 'Dworp']",50.72983,4.30106,BE,5000
2799047,Durbuy,"['Durbui', 'Djurbjui', 'di er bi yi', 'dwileubi', 'dwrby', 'Derbu', 'deyurubyui', 'Durbuy']",50.35291,5.45631,BE,5000
2799108,Drongen,"['Drongen', 'Tronchiennes']",51.05067,3.65649,BE,5000
2799230,Dottignies,"['Dottignies', 'Dottenijs']",50.73333,3.3,BE,5000
2799347,Dison,['Dison'],50.61004,5.8534,BE,5000
2799357,Dinant,"['dinan', 'Dinant', 'di nan', 'dinang', 'Dinan', 'dynant', 'dynan', 'Dionantum']",50.25807,4.91166,BE,5000
2799362,Dilsen,['Dilsen'],51.03718,5.72096,BE,5000
2799416,Diegem,"['Diegem', 'Dieghem', 'Machelen (Diegem)']",50.89727,4.43354,BE,5000
2799509,Desselgem,"['Desselghem', 'Desselgem']",50.88611,3.35958,BE,5000
2799570,De Pinte,"['La Pinte', 'De Pinte', 'dw pnt', 'de ping te']",50.99339,3.64747,BE,5000
2799577,De Panne,"['Panne', 'De Panne', 'La Panne']",51.09793,2.59368,BE,5000
2799649,Denderhoutem,"['Denderhautem', 'Denderhoutem']",50.87234,4.01821,BE,5000
2799779,De Haan,"['Le Coq', 'De Haan', ""D'n Oane"", 'Den Haan', ""D'n Aone""]",51.27261,3.03446,BE,5000
2799797,Deerlijk,"['Deerlijk', 'Deerlyck']",50.85337,3.35416,BE,5000
2799880,Dampremy,"['Charleroi (Dampremy)', 'Dampremy', 'Damprémy']",50.41705,4.43092,BE,5000
2799885,Damme,"['da mo', 'danme', 'dame', 'dameo', 'Damme', 'Dammum', 'Damovilla', 'dm']",51.25147,3.28144,BE,5000
2799897,Dalhem,"['dlm', 'Dalem', 'Dalhem', 'da lei mu']",50.71315,5.72774,BE,5000
2799947,Cuesmes,"['Cuesmes', 'Cweme', 'kuuemu']",50.43624,3.92323,BE,5000
2800025,Couvin,"['kubaeng', 'Kuven', 'kuvuan', 'Couvn', 'Couvin', 'ku wan', 'Couven', 'kwwn']",50.05284,4.49495,BE,5000
2800042,Court-Saint-Étienne,"['Cou-Sint-Stiene', 'Court-Saint-tienne', '  ', 'Court-Saint-Etienne', 'Kur Sent Etien', 'Court-Saint-Étienne', 'kwr-sn-atyn', '--', 'Co-Sint-Stiene', 'ku er-sheng ai di an']",50.63378,4.56851,BE,5000
2800073,Couillet,"['Couillet', 'Charleroi (Couillet)']",50.39139,4.45908,BE,5000
2800195,Comines,"['Comines', 'Komen']",50.7754,3.00119,BE,5000
2800204,Comblain-au-Pont,"['Comblin-a-Pont', 'Comblain-au-Pont', '  ', 'Komblen-o-Pon', 'kong bu lan ou peng', 'Komblen o Pon', 'Komblenx', 'Comblain', 'kwmbln-aw-pwn', '--', 'Comblin--Pont']",50.47488,5.57711,BE,5000
2800298,Ciney,"['Cn', 'Cine', 'shinei', 'xi nei', 'sine', 'Sine', 'Ciney', 'synh']",50.29449,5.10015,BE,5000
2800325,Chimay,"['Simacum', 'shymh', 'Chimay', 'shimei', 'Shime', 'xi mai', 'Chimai', 'sime', 'Chimacum']",50.04856,4.31712,BE,5000
2800328,Chièvres,"['Chieve', ""Sh'evr"", 'Shievur', 'shywr', 'Chièvres']",50.58787,3.80711,BE,5000
2800395,Chênée,"['Chênée', 'Liege (Chenee)', 'Lige (Chne)']",50.612,5.6141,BE,5000
2800430,Chaumont-Gistoux,"['Shomon-Zhistu', 'Chaumont-Gistoux', 'Tchamont-Djistou', 'Tchmont-Djistou', 'shwmwn-zhystw', 'shao meng-ji si tu', 'Chaumont']",50.67753,4.7212,BE,5000
2800457,Chastre-Villeroux-Blanmont,"['Chastre (Chastre-Villeroux-Blanmont)', 'Chastre', 'Chastre-Villeroux-Blanmont']",50.60857,4.64198,BE,5000
2800500,Chapelle-lez-Herlaimont,"['  ', 'Shapel lez Erlemon', 'shpl-lh-arlmwn', 'Chapelle-lez-Herlaimont', ""Shapel'-lez-Ehrlemon"", '--']",50.4713,4.28227,BE,5000
2800541,Champion,"['Namur (Champion)', 'Champion']",50.4953,4.90385,BE,5000
2800584,Céroux-Mousty,"['Ottignies-Louvain-la-Neuve (Croux-Mousty)', 'Ottignies-Louvain-la-Neuve (Ceroux-Mousty)', 'Céroux-Mousty']",50.66089,4.5207,BE,5000
2800637,Carnières,"['Carnires', 'Carnieres', 'Carnières']",50.44428,4.25509,BE,5000
2800711,Butgenbach,"['Bütgenbach', 'Buetgenbach', 'Butgenbach', 'Btgenbach']",50.42689,6.20504,BE,5000
2800765,Burcht,"['Burcht', 'Zwijndrecht (Burcht)', 'Burght']",51.20393,4.34286,BE,5000
2800782,Bullange,"['Buellingen', 'Büllingen', 'Boellenge', 'Bllnge', 'Bullange', 'Bllingen', 'Bullingen']",50.40731,6.25749,BE,5000
2800790,Buizingen,"['Halle (Buizingen)', 'Buizingen', 'Buysinghen']",50.74227,4.25278,BE,5000
2800816,Buggenhout,['Buggenhout'],51.0159,4.20173,BE,5000
2800883,Brunehault,"['Brunehaut', 'Brunehault']",50.50524,4.43209,BE,5000
2801060,Bressoux,"['Lige (Bressoux)', 'Liege (Bressoux)', 'Bressoux']",50.63988,5.60629,BE,5000
2801093,Bree,['Bree'],51.14152,5.5969,BE,5000
2801103,Bredene,"['Brnienge', 'Breedene', 'Brenienge', 'Bredene', 'Breenienge']",51.23489,2.97559,BE,5000
2801106,Brecht,"['bu lei he te', 'Brekht', 'Brecht', 'brkt']",51.35024,4.63829,BE,5000
2801147,Braives,"['Braivesi vald', 'brw', 'Braives', 'bu lai wo', 'Brev']",50.62848,5.14798,BE,5000
2801152,Braine-le-Château,"['Braine-le-Château', 'Braine-le-Chteau', 'Kasteelbrakel', 'Braine-le-Chateau']",50.6799,4.27385,BE,5000
2801161,Bracquegnies,['Bracquegnies'],50.47094,4.1197,BE,5000
2801215,Boutersem,"['Bautersem', 'Boutersem']",50.84105,4.83367,BE,5000
2801283,Bouillon,"['Bulen', 'Bouillon']",49.79324,5.06703,BE,5000
2801438,Borsbeek,['Borsbeek'],51.19661,4.48543,BE,5000
2801467,Borgloon,"['Loen', 'Loon', 'Loeen', 'Looz', 'Borgloon']",50.80505,5.34366,BE,5000
2801483,Boortmeerbeek,['Boortmeerbeek'],50.97929,4.57443,BE,5000
2801500,Booischot,"['Booischot', 'Boisschot', 'Heist-op-den-Berg (Booischot)']",51.05219,4.7751,BE,5000
2801550,Boncelles,"['Boncelles', 'Seraing (Boncelles)']",50.57108,5.53625,BE,5000
2801743,Boechout,"['Bouchout', 'Boechout']",51.15959,4.49195,BE,5000
2801754,Bocholt,"['Bggetj', 'Bocholt', 'Boggetj']",51.17337,5.57994,BE,5000
2801820,Blégny,"['Blégny', 'Blegny']",50.67255,5.72508,BE,5000
2801891,Bissegem,"['Bisseghem', 'Bissegem']",50.82378,3.22844,BE,5000
2801998,Bierbeek,['Bierbeek'],50.82876,4.75949,BE,5000
2802015,Beyne-Heusay,['Beyne-Heusay'],50.62251,5.66508,BE,5000
2802021,Beverst,"['Bilzen (Beverst)', 'Beverst']",50.89091,5.47548,BE,5000
2802025,Beverlo,"['Beverloo', 'Beverlo']",51.08646,5.21855,BE,5000
2802034,Beveren-Leie,"['Beveren-Leie', 'Beveren']",50.87538,3.34034,BE,5000
2802106,Bertrix,"['Bietris', 'Bertrix', 'bei er te li', 'Bertriks', 'Bertri', 'brtryks']",49.85596,5.25539,BE,5000
2802123,Bertem,"['Berthem', 'Bertem']",50.86403,4.62918,BE,5000
2802135,Bernissart,"['Bernisar', 'Bernissart', 'brnysr', 'Bernissar', 'bai ni sha he']",50.4746,3.64961,BE,5000
2802154,Berlare,"['Berlaere', 'bei er la lei', 'brlr', 'Berlare']",51.03333,4.0,BE,5000
2802156,Berlaar,"['Berlaer', 'Berlaar']",51.1176,4.65835,BE,5000
2802289,Belsele,"['Belcele', 'Belsele']",51.14598,4.08859,BE,5000
2802292,Beloeil,"['Belil', 'Beloeil', 'Beljoj']",50.55047,3.73484,BE,5000
2802374,Bekkevoort,"['Becquevoort', 'Bekkevoort']",50.94074,4.969,BE,5000
2802405,Begijnendijk,"['Begijnendijk', 'Beggynendyck']",51.01942,4.78377,BE,5000
2802422,Beerzel,"['Beerzel', 'Beersel']",51.05753,4.67127,BE,5000
2802437,Beernem,"['Beernem', 'Brnem']",51.13981,3.33896,BE,5000
2802483,Beauvechain,"['Bovetchen', 'Bevekom', 'bwwshn', 'Beauvechain', 'Bvetchn', 'bo fu shang', 'Bovshen', 'Boveshen']",50.78195,4.7718,BE,5000
2802501,Beauraing,"['bo lan', 'Biarin', 'brn', 'Beauraing', 'Boren']",50.11042,4.95554,BE,5000
2802510,Beaumont,['Beaumont'],50.23699,4.23926,BE,5000
2802518,Beaufays,['Beaufays'],50.55884,5.63881,BE,5000
2802529,Bazel,"['Basel', 'Bazel']",51.14741,4.30129,BE,5000
2802557,Baudour,['Baudour'],50.48296,3.8332,BE,5000
2802570,Battice,"['Herve (Battice)', 'Battice']",50.64734,5.82104,BE,5000
2802583,Bastogne,"[""Baston'"", 'Bastenaken', 'Bastona', 'bastwn', 'Baaschtnech', 'ba si tuo nie', 'basutonyu', 'Baston', 'Bastoa', 'baseutonyu', 'paston', 'Bastogne', 'Bastenake']",50.00347,5.71844,BE,5000
2802606,Bassenge,"['Bassanzh', 'Bitsingen', 'bsanzh', 'Bassange', 'Basanzh', 'ba sang ri', 'Bassenge']",50.75883,5.60989,BE,5000
2802610,Basse Lasne,['Basse Lasne'],50.69503,4.49218,BE,5000
2802812,Baasrode,"['Baasrode', 'Baesrode']",51.03805,4.1546,BE,5000
2802828,Baal,"['Bael', 'Baal']",50.9955,4.75317,BE,5000
2802837,Aywaille,"['ai wa ye', 'Aywaille', 'ayway', 'Evaj', 'Aiweye', 'ewayu', 'Ehvaj', 'Aiwye']",50.47411,5.67684,BE,5000
2802849,Awans,"['Awan', 'Auans', 'Avan', 'awan', 'a wang', 'Awans']",50.66774,5.46329,BE,5000
2802871,Avelgem,"['Avelgem', 'Aovelhem', 'Avelghem']",50.77618,3.44502,BE,5000
2802902,Auvelais,"['Sambreville (Auvelais)', 'Auvelais']",50.4504,4.63228,BE,5000
2802990,Aubange,"['ibeng', 'ao bang ri', 'Abindje', 'Aubange', 'awbanzh', 'bindje', 'Obanzh', 'Eibeng']",49.56652,5.80492,BE,5000
2803005,Athus,"['Athus', 'Attem']",49.56475,5.83736,BE,5000
2803018,Assesse,['Assesse'],50.36934,5.02204,BE,5000
2803026,Assenede,"['Asenede', 'asnwd', 'Assenede', 'Assenee', 'a sai nei de']",51.22598,3.75085,BE,5000
2803053,As,"['Asch', 'As']",51.00755,5.58453,BE,5000
2803083,Arendonk,"['Arendonk', 'Arendonck']",51.32267,5.08289,BE,5000
2803091,Ardooie,"['Ardooie', 'Ardoye']",50.9757,3.19736,BE,5000
2803130,Anzegem,"['Anseghem', 'Anzegem', 'Anzehem']",50.837,3.47786,BE,5000
2803144,Antoing,"['Antoan', 'Antoing', 'antyan', 'Antonia', 'Anthonium', 'Antuan']",50.56765,3.4492,BE,5000
2803174,Anhée,"['Anhe', 'Anhe sur Meuse', 'anh', 'Anheye', 'Anhye', 'Anhee', 'Anhée', 'ang nei', 'Ane', 'Anhee sur Meuse']",50.31039,4.87827,BE,5000
2803183,Angleur,"['Liege (Angleur)', 'Angleur', 'Lige (Angleur)']",50.6113,5.59942,BE,5000
2803187,Andrimont,['Andrimont'],50.61298,5.88294,BE,5000
2803199,Anderlues,"['Anderlues', 'Anderlju', 'andrlw']",50.40704,4.27136,BE,5000
2803242,Amblève,"['Ambleve', 'Amblve', 'Amblève', 'Amel']",50.35357,6.17002,BE,5000
2803246,Amay,"['Amay', 'Ame', 'Ama', 'amh', 'a mai']",50.54829,5.30974,BE,5000
2803266,Alsemberg,"['Alsemberg', 'Beersel (Alsemberg)']",50.74134,4.33754,BE,5000
2803278,Alleur,"['Ans (Alleur)', 'Alleur']",50.67465,5.51316,BE,5000
2803285,Alken,"['Alkn', 'Alleke', 'Alken']",50.87553,5.30558,BE,5000
2803323,Aiseau,"['Aiseau-Presles (Aiseau)', 'Aiseau']",50.41158,4.58671,BE,5000
2803347,Adegem,['Adegem'],51.20509,3.4954,BE,5000
2803391,Achel,"['Achel', 'Hamont-Achel (Achel)']",51.253,5.47977,BE,5000
2803420,Aartselaar,"['Aartselaar', 'Aertselaer']",51.13412,4.38678,BE,5000
2743590,De Westereen,"['De Westereen', 'De Westerein']",53.25731,6.0363,NL,5000
2743619,Zundert,"['Zundert', 'Groot Zundert', 'Zjundert']",51.47167,4.65556,NL,5000
2743640,Zuidwijk,['Zuidwijk'],51.87532,4.48514,NL,5000
2743658,Zuid-Scharwoude,['Zuid-Scharwoude'],52.68667,4.80833,NL,5000
2743694,Zuidhorn,['Zuidhorn'],53.24667,6.40278,NL,5000
2743774,Zuiderburen,"['Zuiderburen', 'Zuidburen']",53.1734,5.84271,NL,5000
2743913,Zierikzee,"['Zierikzee', 'Zieriksee']",51.65,3.91944,NL,5000
2743963,Zelhem,['Zelhem'],52.00667,6.34861,NL,5000
2744006,Zeelst,['Zeelst'],51.42421,5.41566,NL,5000
2744093,Zandberg,['Zandberg'],51.57333,4.78472,NL,5000
2744116,Zaandijk,"['zan dai ke', 'zand jk', 'Zaandijk']",52.47494,4.80686,NL,5000
2744129,Yerseke,"['Yerseke', 'Erseke', 'Iese', 'Yrseke', 'Ierseke', 'IJerseka', 'Iersake']",51.4925,4.05,NL,5000
2744163,Woudenberg,['Woudenberg'],52.08083,5.41667,NL,5000
2744194,Wolvega,"['Wolvegea', ""Vol'vega"", 'Wolvega', 'wo er fu ha']",52.87545,5.99691,NL,5000
2744250,Woenselse Heide,['Woenselse Heide'],51.48333,5.46667,NL,5000
2744376,Wilnis,['Wilnis'],52.19667,4.89722,NL,5000
2744489,Wijhe,"['Wijhe', 'Wije']",52.38667,6.13472,NL,5000
2744675,Westervoort,['Westervoort'],51.95583,5.97222,NL,5000
2744827,Werkendam,"['Werkendam', 'Verkendam']",51.81,4.89444,NL,5000
2744994,Waspik,['Waspik'],51.68667,4.94444,NL,5000
2745003,Warnsveld,['Warnsveld'],52.1375,6.23056,NL,5000
2745127,Waalre,['Waalre'],51.38667,5.44444,NL,5000
2745169,Vroomshoop,['Vroomshoop'],52.46083,6.56528,NL,5000
2745182,Vriezenveen,"['Vriezenveen', 'Uriezenveen']",52.40833,6.62222,NL,5000
2745193,Vreewijk,"['Vrekwijk', 'Vreekwijk', 'Vreewijk']",51.88428,4.51967,NL,5000
2745271,Voorthuizen,['Voorthuizen'],52.18667,5.60556,NL,5000
2745351,Vogelwijk,['Vogelwijk'],52.07631,4.2479,NL,5000
2745431,Vleuten,['Vleuten'],52.10583,5.01528,NL,5000
2745702,Veldhuizen,['Veldhuizen'],52.07537,5.01234,NL,5000
2745706,Veldhoven,['Veldhoven'],51.41833,5.40278,NL,5000
2745800,Varsseveld,"['wrswld', 'Faassefeld', 'Varsseveld', 'Varseveld']",51.94333,6.45833,NL,5000
2745892,Vaassen,"['Vasen', 'Vaassen']",52.28583,5.96667,NL,5000
2745896,Vaartbroek,['Vaartbroek'],51.47954,5.49806,NL,5000
2745906,Vaals,"['Vols', 'Vaals']",50.77083,6.01806,NL,5000
2745953,Ulft,['Ulft'],51.89,6.37778,NL,5000
2745978,Uitgeest,"['Ehjtgest', 'Uitgeest', 'Utgeast', 'awtkhyst', 'Autxeyst']",52.52917,4.70972,NL,5000
2746003,Udenhout,['Udenhout'],51.60917,5.14306,NL,5000
2746060,Twello,['Twello'],52.23667,6.10278,NL,5000
2746351,Tholen,"['Tole', 'Tholen', 'Tolen']",51.53167,4.22083,NL,5000
2746389,Teteringen,['Teteringen'],51.60917,4.82083,NL,5000
2746456,Terheijden,"['Terheide', 'Terheijden', 'Terheiden', 'Terheden']",51.64333,4.75417,NL,5000
2746558,Surhuisterveen,"['Surhusterfean', 'Surhuisterveen', 'Surhsterfean']",53.18477,6.17031,NL,5000
2746609,Strijen,['Strijen'],51.74521,4.55083,NL,5000
2746705,Stiens,['Stiens'],53.26234,5.75769,NL,5000
2746748,Stein,"['si tai yin', 'stayn', 'Stein', 'Steyn']",50.96917,5.76667,NL,5000
2746826,Statenkwartier,['Statenkwartier'],52.09311,4.27577,NL,5000
2746975,Spangen,['Spangen'],51.91688,4.43539,NL,5000
2747021,Someren,"['Someren', 'Zomere']",51.385,5.71111,NL,5000
2747151,Slikkerveer,['Slikkerveer'],51.88531,4.60494,NL,5000
2747178,Sleeuwijk,"['Sleeuwijk', 'Sleewijk']",51.81583,4.95278,NL,5000
2747210,Sint Willebrord,"['Heike', 'Willebrord', 'St. Willebrord', 'Sint Willebrord']",51.54833,4.58889,NL,5000
2747225,Sint Pancras,"['Sint Pankras', 'Pankras', 'Sint Pancras']",52.66,4.78333,NL,5000
2747382,Sevenum,"['Sevenum', 'Zaerem']",51.4125,6.0375,NL,5000
2747392,Selwerd,['Selwerd'],53.2352,6.5545,NL,5000
2747506,Schoonhoven,"['Sconhouen', 'Schoonhoven']",51.9475,4.84861,NL,5000
2747607,Scherpenzeel,"['Sxerpenzeyl', 'Skerpenseel', 'skhyrbnzyl', 'Scherpenzeel']",52.08,5.48889,NL,5000
2747673,Scharn,['Scharn'],50.85,5.73333,NL,5000
2747713,Schaijk,"['Schaijk', 'Schaik', 'Schadewijk', 'Schayk', 'Schaaik']",51.74583,5.63194,NL,5000
2747720,Schagen,"['Scagha', 'Skhagen', 'si ha heng', 'Schagen', 'Skagen', 'Sxagen']",52.7875,4.79861,NL,5000
2747758,Sappemeer,['Sappemeer'],53.16417,6.79028,NL,5000
2747792,Ruurlo,['Ruurlo'],52.08833,6.45,NL,5000
2747870,Rozenburg,['Rozenburg'],51.90417,4.24861,NL,5000
2748026,Roden,"['Roden', 'Roan']",53.1375,6.42083,NL,5000
2748104,Rijnsburg,"['Reinsburgum', 'Rynsburch', 'Rijnsburg']",52.19,4.44167,NL,5000
2748201,Rheden,['Rheden'],52.005,6.02917,NL,5000
2748208,Reuver,['Reuver'],51.28417,6.07778,NL,5000
2748217,Reusel,"['Reusel', 'Reuzel']",51.3625,5.16528,NL,5000
2748236,Renkum,['Renkum'],51.97667,5.73333,NL,5000
2748280,Reeuwijk,"['lei wei ke', 'Reeuwijk']",52.04667,4.725,NL,5000
2748361,Raamsdonksveer,"['Raamsdonkveer', 'Raamsdonksveer']",51.69667,4.87361,NL,5000
2748448,Prinsenbeek,"['Op de Beek', 'Prinsenbeek']",51.59833,4.7125,NL,5000
2748457,Princenhage,"['Prinsenhage', 'Princenhage']",51.57632,4.73906,NL,5000
2748533,Poeldijk,['Poeldijk'],52.02417,4.21944,NL,5000
2748657,Pendrecht,['Pendrecht'],51.87152,4.46901,NL,5000
2748686,Peelo,"['Peeloo', 'Peelo']",53.01719,6.56208,NL,5000
2748737,Panningen,['Panningen'],51.32667,5.97917,NL,5000
2748760,Palenstein,['Palenstein'],52.05579,4.50869,NL,5000
2748826,Overschie,['Overschie'],51.93863,4.42766,NL,5000
2748956,Oud Gastel,['Oud Gastel'],51.58667,4.45972,NL,5000
2748979,Oudewater,['Oudewater'],52.025,4.86806,NL,5000
2749017,Ouderkerk aan de Amstel,"['Ouderkerk', 'Auderkerk kaj Amstel', '  ', 'Ouder Amstel', 'Ouderkerk Aan Den Amstel', 'Ouderkerk-sur-lAmstel', 'Ouderkerk aan de Amstel', 'Ouderkerk a/d Amstel']",52.29504,4.90746,NL,5000
2749034,Oude Pekela,['Oude Pekela'],53.10417,7.00972,NL,5000
2749164,Ouddorp,"['Alddoarp', 'Ouwdurp', 'Ouddorp', 'Auddorp']",51.81167,3.93472,NL,5000
2749250,Orden,['Orden'],52.20113,5.93417,NL,5000
2749286,Opmeer,"['Opmar', 'Opmeer']",52.70667,4.94444,NL,5000
2749296,Opheusden,['Opheusden'],51.93167,5.63194,NL,5000
2749391,Oosterwolde,"['Oosterwolde', 'Easterwalde', 'Easterwlde', 'Oosterwoolde']",52.99164,6.29096,NL,5000
2749423,Oosterpark,"['Oosterparkwijk', 'Oosterpark']",53.2237,6.5853,NL,5000
2749503,Oosterbeek,"['Osterbek', 'Oosterbeek']",51.98583,5.84583,NL,5000
2749525,Oosteinde,['Oosteinde'],52.27917,4.79583,NL,5000
2749613,Ommen,['Ommen'],52.52083,6.42083,NL,5000
2749683,Oirschot,"['Oirschot', 'Oorschot']",51.505,5.31389,NL,5000
2749736,Odijk,['Odijk'],52.0525,5.23611,NL,5000
2749745,Obdam,['Obdam'],52.67583,4.90694,NL,5000
2749811,Noordwijkerhout,['Noordwijkerhout'],52.26167,4.49306,NL,5000
2749835,Noord-Scharwoude,['Noord-Scharwoude'],52.69833,4.81111,NL,5000
2749881,Noord-Hofland,['Noord-Hofland'],52.14059,4.45864,NL,5000
2750031,Nistelrode,['Nistelrode'],51.70417,5.5625,NL,5000
2750158,Nieuw-Loosdrecht,"['Nieuw-Loosdrecht', ""N'iv-Losdrekht""]",52.19917,5.13889,NL,5000
2750163,Nieuw-Lekkerland,"['Niu-Lekerland', 'niulekeleullanteu', 'xin lai ke lan', 'Nieuw-Lekkerland', ""N'iv-Lekkerland""]",51.88915,4.68653,NL,5000
2750460,Neede,"['Nede', 'Neede']",52.13417,6.61389,NL,5000
2750467,Nederweert,"['Ni-jwiert', 'Neyderveyrt', 'Nedervert', 'Ni-jwieert', 'Nederweert']",51.28583,5.74861,NL,5000
2750484,Neder-Hardinxveld,"['Neder-Hardinxveld', 'Neder Hardingsveld']",51.82879,4.85489,NL,5000
2750569,Muiden,['Muiden'],52.33,5.06944,NL,5000
2750626,Montfoort,['Montfoort'],52.04583,4.95278,NL,5000
2750630,Monster,['Monster'],52.02583,4.175,NL,5000
2750802,Mill,"['Millen', 'Myl', 'Mill', 'Mil', 'Mylle']",51.68833,5.77917,NL,5000
2750821,Mierlo,"['Mierlo', 'Mierloo']",51.44,5.61944,NL,5000
2750995,Meijel,"['Mael', 'Meijel', 'Meiel']",51.34417,5.88472,NL,5000
2751037,Meerssen,"['Meersen', 'Meerssen', 'Meersje']",50.8875,5.75,NL,5000
2751111,Marum,['Marum'],53.14417,6.2625,NL,5000
2751247,Malberg,['Malberg'],50.86244,5.65419,NL,5000
2751272,Made,"['Die Meede', 'Made']",51.67667,4.79306,NL,5000
2751301,Maasbree,"['Maasbree', 'masbryy', 'Bree']",51.3575,6.04861,NL,5000
2751303,Maasbracht,"['Brach', 'Maasbracht']",51.13929,5.88627,NL,5000
2751385,Lunteren,['Lunteren'],52.085,5.62222,NL,5000
2751436,Lopik,['Lopik'],51.9725,4.94861,NL,5000
2751497,Lombardijen,['Lombardijen'],51.8738,4.52192,NL,5000
2751537,Lochem,['Lochem'],52.15917,6.41111,NL,5000
2751583,Lindenheuvel,['Lindenheuvel'],50.98509,5.81667,NL,5000
2751592,Limmen,['Limmen'],52.56917,4.69444,NL,5000
2751621,Liesveld,['Liesveld'],51.9325,4.83194,NL,5000
2751714,Lent,"['Lent', 'Tent']",51.86167,5.86667,NL,5000
2751729,Lemmer,"['De Lemmer', 'Lemmer']",52.84618,5.70912,NL,5000
2751793,Leesten,['Leesten'],52.1279,6.23217,NL,5000
2751801,Leersum,"['Leersum', 'lai er se mu']",52.01167,5.42778,NL,5000
2751874,Laren,"['laryn', 'raren', 'Laren', 'la lun']",52.25667,5.22778,NL,5000
2752178,Kudelstaart,['Kudelstaart'],52.23417,4.75139,NL,5000
2752317,Krakeel,['Krakeel'],52.72339,6.51146,NL,5000
2752389,Korvel,['Korvel'],51.54954,5.07079,NL,5000
2752409,Kortenhoef,"['Kortenkhov', 'Kortenhoef']",52.23917,5.10694,NL,5000
2752524,Kollum,['Kollum'],53.27695,6.15293,NL,5000
2752600,Klundert,['Klundert'],51.665,4.53472,NL,5000
2752798,Klazienaveen,['Klazienaveen'],52.72417,6.99028,NL,5000
2752937,Kerkelanden,['Kerkelanden'],52.21755,5.13575,NL,5000
2752947,Kerkdriel,['Kerkdriel'],51.77167,5.33472,NL,5000
2753011,Katwijk aan den Rijn,"['Katwijk a/d Rijn', 'Katwijk aan den Rijn', 'Katwijk aan de Rijn', 'Katwijk']",52.19417,4.42222,NL,5000
2753197,Joure,"['ywrh', 'De Jouwer', 'Joure']",52.9657,5.80301,NL,5000
2753470,Huizum,['Huizum'],53.1917,5.81119,NL,5000
2753686,Hoogland,['Hoogland'],52.1825,5.37361,NL,5000
2753725,Hoogerheide,['Hoogerheide'],51.42417,4.325,NL,5000
2753806,Honselersdijk,"['Honselerdijk', 'Hondshorledijk', 'Honselaarsdijke', 'Honselersdijk']",52.00665,4.22441,NL,5000
2753939,Hoge Mors,['Hoge Mors'],52.15616,4.46025,NL,5000
2754007,Hoek van Holland,"['he lan jiao gang', '  ', 'Hook of Holland', 'Khuk-van-Kholland', 'Beer', '--', 'Holland, Hoek van', 'Khoek van Kholland', 'Oek van Olland', 'Hoek van Holland']",51.9775,4.13333,NL,5000
2754066,Hilvarenbeek,['Hilvarenbeek'],51.48583,5.1375,NL,5000
2754111,Heythuysen,"['Heithuizen', 'Heitse', 'Heythuysen', 'Heythuizen', 'Heijthuizen']",51.25,5.89861,NL,5000
2754132,Heusdenhout,['Heusdenhout'],51.58811,4.8193,NL,5000
2754386,Hengstdal,"['Hengstdal', 'Hengstdaal', 'Hengsdal']",51.83333,5.88333,NL,5000
2754444,Helpman,['Helpman'],53.19794,6.57978,NL,5000
2754482,Helden,['Helden'],51.31917,6.0,NL,5000
2754502,Heino,['Heino'],52.43661,6.23282,NL,5000
2754618,Heeze,['Heeze'],51.3828,5.57145,NL,5000
2754629,Heeswijk-Dinther,['Heeswijk-Dinther'],51.65083,5.475,NL,5000
2754635,Heesch,"['Heesch', 'Khes']",51.73362,5.52672,NL,5000
2754681,Heerde,['Heerde'],52.38723,6.04016,NL,5000
2754682,Heer,"['Mheer', 'Hier', 'Heer', 'Meehr', 'Meer']",50.83836,5.72989,NL,5000
2754768,Hattem,['Hattem'],52.475,6.06389,NL,5000
2754773,Hatert,['Hatert'],51.80635,5.83057,NL,5000
2754779,Hasselt,"[""Khasel't"", 'ha se er te', 'Khasselt', 'Hasselt', 'Asselt']",52.59267,6.09527,NL,5000
2754841,Haren,"['Haren Gn', 'haryn', 'Kharen', 'Haren', 'ha lun', 'Haaren']",53.17209,6.60931,NL,5000
2754922,Halsteren,['Halsteren'],51.52834,4.26785,NL,5000
2754975,Haelen,"['Halen', 'Haelen', 'Hale']",51.23583,5.95694,NL,5000
2755052,Grou,"['Grou', 'Grouw']",53.09456,5.83745,NL,5000
2755287,Groenewoud,['Groenewoud'],51.5386,5.09028,NL,5000
2755358,Grave,"['khrafh', 'Grave', 'Xrave', 'De Graaf', 'he la fu']",51.75902,5.73882,NL,5000
2755429,Gorredijk,"['De Gordyk', 'Gorredijk', 'Gordyk']",53.00659,6.06402,NL,5000
2755449,Goor,['Goor'],52.23333,6.58611,NL,5000
2755485,Goedereede,"['Goedereede', 'Goeree', 'Guderede', 'hu de lei de', 'Goere', 'Xudereyde', 'Goederee']",51.8175,3.98056,NL,5000
2755498,Ginneken,['Ginneken'],51.56593,4.7931,NL,5000
2755507,Gilze,['Gilze'],51.54417,4.94028,NL,5000
